t,MV,MVP,MVI,MVD,MVFF,SP,PV,DV,Man
6.690000000000000000e+02,6.811023736608950685e+01,9.509223120951222796e+00,5.912420812618606192e+01,-5.231938810477764212e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.700000000000000000e+02,6.818998088570135963e+01,9.509223120951222796e+00,5.918110937632638979e+01,-5.003516115762443039e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.710000000000000000e+02,6.845650254087733799e+01,9.604913416507974588e+00,5.923858321766309842e+01,-3.869940932937389610e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.663799999999999812e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.720000000000000000e+02,6.834309685401063916e+01,9.509223120951222796e+00,5.929548446780342630e+01,-4.616107347440171482e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.730000000000000000e+02,6.842015169763882909e+01,9.509223120951222796e+00,5.935238571794375417e+01,-4.414571412561530961e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.667000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.740000000000000000e+02,6.717016279791936029e+01,8.833410408581736206e+00,5.940524304275964340e+01,-1.068490653422024206e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.689600000000000080e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.750000000000000000e+02,6.746331305236175524e+01,8.932091025874630219e+00,5.945869085224679651e+01,-9.274688257596707119e-01,0.000000000000000000e+00,5.985000000000000142e+01,5.686299999999999955e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.760000000000000000e+02,6.661250844040341690e+01,8.450649226354768118e+00,5.950925781227716271e+01,-1.347398598228510380e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.702400000000000091e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.770000000000000000e+02,6.634048304954984587e+01,8.256278313505143629e+00,5.955866169643988428e+01,-1.474456960395182703e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.708899999999999864e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.780000000000000000e+02,6.550951562177861831e+01,7.774836513985281528e+00,5.960518473114581184e+01,-1.870505623352471947e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.725000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.790000000000000000e+02,6.526215276465043758e+01,7.583455922871797483e+00,5.965056258345897788e+01,-1.971865741680327355e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.800000000000000000e+02,6.539362086049425216e+01,7.583455922871797483e+00,5.969594043577214393e+01,-1.885775498149685703e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.810000000000000000e+02,6.552133031807252905e+01,7.583455922871797483e+00,5.974131828808530997e+01,-1.803443892884572852e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
6.820000000000000000e+02,6.564544523683524346e+01,7.583455922871797483e+00,5.978669614039847602e+01,-1.724706826435019602e+00,0.000000000000000000e+00,5.985000000000000142e+01,5.731400000000000006e+01,5.000000000000000000e+01,0.000000000000000000e+00
